match,p1_model,p2_model,winner,turns,p1_score,p2_score,p1_obj_count,p2_obj_count,p1_place,p2_place,p1_draw,p2_draw,p1_complete,p2_complete,p1_complete_scored,p2_complete_scored,p1_pts_series,p2_pts_series,p1_pts_parallel,p2_pts_parallel,p1_pts_mixed,p2_pts_mixed,p1_pts_bridge,p2_pts_bridge,p1_pts_cap,p2_pts_cap,p1_invalid,p2_invalid,p1_api_ok,p2_api_ok,p1_api_total,p2_api_total,p1_fallbacks,p2_fallbacks,p1_verify_fails,p2_verify_fails,voided,void_reason,elapsed
46,llama3.3:70b,mixtral:latest,P1,13,120,35,4,1,8,4,0,13,4,1,4,1,0,0,0,0,0,0,0,0,120,35,0,0,0,0,0,0,0,1,0,0,0,,23.82892370223999
47,llama3.3:70b,mixtral:latest,P1,13,130,30,4,1,9,4,5,13,4,1,4,1,0,0,0,0,0,0,0,0,130,30,0,0,0,0,0,0,0,1,0,0,0,,21.23986554145813
48,llama3.3:70b,mixtral:latest,P1,13,125,30,4,1,8,4,0,13,4,1,4,1,0,0,0,0,0,0,0,0,125,30,0,0,0,0,0,0,0,1,0,0,0,,23.138022661209106
49,llama3.3:70b,mixtral:latest,P1,13,130,60,4,2,8,6,6,10,4,2,4,2,0,0,0,0,0,0,0,0,130,60,0,0,0,0,0,0,0,2,0,0,0,,24.615745067596436
50,llama3.3:70b,mixtral:latest,P2,13,125,140,4,4,8,8,0,0,4,4,4,4,0,0,0,0,0,0,0,0,125,140,0,0,0,0,0,0,0,4,0,0,0,,28.753334283828735
51,llama3.3:70b,mixtral:latest,P1,13,125,35,4,1,8,4,0,13,4,1,4,1,0,0,0,0,0,0,0,0,125,35,0,0,0,0,0,0,0,1,0,0,0,,22.68796968460083
52,llama3.3:70b,mixtral:latest,P1,13,130,30,4,1,8,4,0,13,4,1,4,1,0,0,0,0,0,0,0,0,130,30,0,0,0,0,0,0,0,1,0,0,0,,22.856741189956665
53,llama3.3:70b,mixtral:latest,P1,13,125,35,4,1,8,4,0,13,4,1,4,1,0,0,0,0,0,0,0,0,125,35,0,0,0,0,0,0,0,1,0,0,0,,22.52695941925049
54,llama3.3:70b,mixtral:latest,P1,13,125,115,4,3,8,9,0,6,4,3,4,3,0,0,0,0,0,0,0,0,125,115,0,0,0,0,0,0,0,4,0,0,0,,28.148295164108276
55,llama3.3:70b,mixtral:latest,P1,13,125,30,4,1,8,4,0,13,4,1,4,1,0,0,0,0,0,0,0,0,125,30,0,0,0,0,0,0,0,1,0,0,0,,23.361311197280884
56,llama3.3:70b,mixtral:latest,P1,13,130,65,4,2,8,6,1,10,4,2,4,2,0,0,0,0,0,0,0,0,130,65,0,0,0,0,0,0,0,2,0,0,0,,25.028948068618774
57,llama3.3:70b,mixtral:latest,P1,13,140,65,4,2,9,6,1,10,4,2,4,2,0,0,0,0,0,0,0,0,140,65,0,0,0,0,0,0,0,2,0,0,0,,24.301525354385376
58,llama3.3:70b,mixtral:latest,P1,13,135,110,4,3,9,9,2,6,4,3,4,3,0,0,0,0,0,0,0,0,135,110,0,0,0,0,0,0,0,4,0,0,0,,26.521108865737915
59,llama3.3:70b,mixtral:latest,P2,13,100,110,3,3,6,9,9,6,3,3,3,3,0,0,0,0,0,0,0,0,100,110,0,0,0,0,0,0,0,4,0,0,0,,23.990745306015015
60,llama3.3:70b,mixtral:latest,P1,13,100,65,3,2,6,6,9,10,3,2,3,2,0,0,0,0,0,0,0,0,100,65,0,0,0,0,0,0,0,2,0,0,0,,21.245498180389404
61,llama3.3:70b,mixtral:latest,P1,13,130,30,4,1,9,4,5,13,4,1,4,1,0,0,0,0,0,0,0,0,130,30,0,0,0,0,0,0,0,1,0,0,0,,22.415680408477783
62,llama3.3:70b,mixtral:latest,P1,13,130,110,4,3,8,9,0,6,4,3,4,3,0,0,0,0,0,0,0,0,130,110,0,0,0,0,0,0,0,4,0,0,0,,28.733630418777466
63,llama3.3:70b,mixtral:latest,P1,13,135,60,4,2,8,6,3,10,4,2,4,2,0,0,0,0,0,0,0,0,135,60,0,0,0,0,0,0,0,0,0,0,0,,20.79564070701599
64,llama3.3:70b,mixtral:latest,P1,13,130,110,4,3,8,9,1,6,4,3,4,3,0,0,0,0,0,0,0,0,130,110,0,0,0,0,0,0,0,4,0,0,0,,26.697163105010986
65,llama3.3:70b,mixtral:latest,P1,13,145,110,4,3,9,9,1,6,4,3,4,3,0,0,0,0,0,0,0,0,145,110,0,0,0,0,0,0,0,4,0,0,0,,28.722316026687622
