match,p1_model,p2_model,winner,turns,p1_score,p2_score,p1_obj_count,p2_obj_count,p1_place,p2_place,p1_draw,p2_draw,p1_complete,p2_complete,p1_complete_scored,p2_complete_scored,p1_pts_series,p2_pts_series,p1_pts_parallel,p2_pts_parallel,p1_pts_mixed,p2_pts_mixed,p1_pts_bridge,p2_pts_bridge,p1_pts_cap,p2_pts_cap,p1_invalid,p2_invalid,p1_api_ok,p2_api_ok,p1_api_total,p2_api_total,p1_fallbacks,p2_fallbacks,p1_verify_fails,p2_verify_fails,voided,void_reason,elapsed
89,qwen3:32b,mixtral:latest,P1,13,155,30,4,1,9,4,2,13,4,1,4,1,75,0,35,30,45,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,28.559770107269287
90,qwen3:32b,mixtral:latest,P1,13,150,30,4,1,9,4,1,13,4,1,4,1,105,0,0,30,45,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,28.534425735473633
91,qwen3:32b,mixtral:latest,P1,13,105,35,3,1,8,4,7,13,3,1,3,1,40,35,65,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,,22.66074800491333
92,qwen3:32b,mixtral:latest,P1,13,150,60,4,2,9,6,1,10,4,2,4,2,75,30,30,30,45,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,27.89734148979187
93,qwen3:32b,mixtral:latest,P1,13,120,65,3,2,9,6,6,10,3,2,3,2,75,0,0,65,45,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,,24.630624532699585
94,qwen3:32b,mixtral:latest,P1,13,110,65,3,2,9,6,6,10,3,2,3,2,70,0,40,65,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,,25.432126760482788
95,qwen3:32b,mixtral:latest,P1,13,145,30,4,1,9,4,0,13,4,1,4,1,75,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,28.54220724105835
96,qwen3:32b,mixtral:latest,P1,13,135,30,4,1,9,4,0,13,4,1,4,1,65,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,28.25003147125244
97,qwen3:32b,mixtral:latest,P1,13,140,40,4,1,9,4,2,13,4,1,4,1,30,40,65,0,45,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,28.47470450401306
98,qwen3:32b,mixtral:latest,P1,13,105,35,3,1,8,4,7,13,3,1,3,1,40,35,65,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,,23.36186122894287
99,qwen3:32b,mixtral:latest,P1,13,180,110,5,3,10,8,4,7,4,3,4,3,0,75,90,35,90,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,,31.914361715316772
100,qwen3:32b,mixtral:latest,P1,13,150,35,4,1,9,4,1,13,4,1,4,1,75,0,30,35,45,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,,28.522668600082397
